Date,LastUpdate,BusinessUnit,Site,Region,Severity,Status,SourceSystem,PageName,KPIName,KPIValue,Target,DeltaPct,Owner
2026-03-27,2026-03-24,Airports,Raipur,East,High,Open,Firewall,Page 4 - Identity & Access,MFA Adoption Rate,25,100,-75,Security Ops
2026-03-27,2026-03-24,Energy,Mundra,Central,Critical,Open,IAM,Page 4 - Identity & Access,Privileged Account Count,53,100,-47,SOC Team
2026-03-27,2026-03-24,Ports,Mundra,South,Low,Open,IAM,Page 4 - Identity & Access,Dormant Account Count,54,100,-46,SOC Team
2026-03-27,2026-03-24,Energy,Mundra,West,Low,Open,EDR,Page 4 - Identity & Access,Failed Login Rate,52,100,-48,SOC Team
2026-03-27,2026-03-24,Airports,Mumbai,North,Medium,Resolved,EDR,Page 4 - Identity & Access,IAM Provisioning SLA,100,100,0,Security Ops
2026-03-27,2026-03-24,Energy,Mumbai,West,Low,In Progress,Firewall,Page 4 - Identity & Access,PAM Session Violations,83,100,-17,Security Ops
2026-03-27,2026-03-24,Airports,Mundra,South,Critical,In Progress,Firewall,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,77,100,-23,Security Ops
2026-03-27,2026-03-24,Ports,Raipur,East,Critical,Open,EDR,Page 5 - Compliance & Resilience,Backup Success Rate,34,100,-66,Security Ops
2026-03-27,2026-03-24,Ports,Ahmedabad,North,Critical,Open,EDR,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,41,100,-59,Security Ops
2026-03-27,2026-03-24,Airports,Ahmedabad,West,High,Resolved,SIEM,Page 5 - Compliance & Resilience,Business Continuity Readiness,119,100,19,Security Ops
2026-03-27,2026-03-24,Airports,Raipur,Central,High,Open,SIEM,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,23,100,-77,Security Ops
2026-03-28,2026-03-24,Ports,Raipur,Central,High,Resolved,DLP,Page 1 - SOC Overview,Total Security Incidents,106,100,6,SOC Team
2026-03-28,2026-03-24,Energy,Raipur,East,Critical,Open,EDR,Page 1 - SOC Overview,Critical Incidents,11,100,-89,Security Ops
2026-03-28,2026-03-24,Ports,Raipur,Central,Low,Open,SIEM,Page 1 - SOC Overview,Mean Time to Respond (MTTR),31,100,-69,SOC Team
2026-03-28,2026-03-24,Energy,Mundra,North,Critical,Open,IAM,Page 1 - SOC Overview,Open High-Risk Alerts,37,100,-63,SOC Team
2026-03-28,2026-03-24,Ports,Mundra,South,High,Resolved,Firewall,Page 1 - SOC Overview,False Positive Rate,115,100,15,SOC Team
2026-03-28,2026-03-24,Airports,Ahmedabad,Central,Medium,Resolved,DLP,Page 1 - SOC Overview,Incident Recurrence Rate,117,100,17,Security Ops
2026-03-28,2026-03-24,Data Center,Mumbai,Central,Low,Open,EDR,Page 1 - SOC Overview,SOC Analyst Utilization,32,100,-68,SOC Team
2026-03-28,2026-03-24,Airports,Mumbai,East,High,Open,Firewall,Page 1 - SOC Overview,Escalation Rate,33,100,-67,Security Ops
2026-03-28,2026-03-24,Energy,Mumbai,Central,Low,Resolved,DLP,Page 2 - Threat Detection,Threats Detected per Day,110,100,10,Security Ops
2026-03-28,2026-03-24,Airports,Mundra,East,Low,Resolved,EDR,Page 2 - Threat Detection,Ransomware Detection Count,112,100,12,Security Ops
2026-03-28,2026-03-24,Data Center,Mumbai,West,Critical,Resolved,IAM,Page 2 - Threat Detection,Phishing Detection Count,106,100,6,SOC Team
2026-03-28,2026-03-24,Airports,Raipur,South,Critical,Open,EDR,Page 2 - Threat Detection,XDR Alert Volume,63,100,-37,Security Ops
2026-03-28,2026-03-24,Energy,Raipur,East,Medium,Resolved,SIEM,Page 2 - Threat Detection,Suspicious Login Attempts,129,100,29,Security Ops
2026-03-28,2026-03-24,Ports,Mundra,South,Critical,Open,EDR,Page 3 - Vulnerability & Patch,High Vulnerabilities Open,19,100,-81,Security Ops
2026-03-28,2026-03-24,Ports,Mumbai,South,Critical,In Progress,EDR,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,78,100,-22,Security Ops
2026-03-28,2026-03-24,Energy,Mumbai,East,High,Open,DLP,Page 3 - Vulnerability & Patch,Scan Coverage Rate,41,100,-59,Security Ops
2026-03-28,2026-03-24,Energy,Mumbai,North,High,Open,SIEM,Page 4 - Identity & Access,MFA Adoption Rate,57,100,-43,SOC Team
2026-03-28,2026-03-24,Data Center,Mumbai,South,Low,Open,IAM,Page 4 - Identity & Access,Privileged Account Count,49,100,-51,Security Ops
2026-03-28,2026-03-24,Energy,Mumbai,West,High,Open,EDR,Page 4 - Identity & Access,Failed Login Rate,28,100,-72,SOC Team
2026-03-28,2026-03-24,Data Center,Ahmedabad,West,Low,Resolved,SIEM,Page 4 - Identity & Access,Unauthorized Access Attempts,121,100,21,SOC Team
2026-03-28,2026-03-24,Data Center,Ahmedabad,North,Medium,Open,IAM,Page 4 - Identity & Access,PAM Session Violations,44,100,-56,Security Ops
2026-03-28,2026-03-24,Airports,Mundra,West,Low,In Progress,EDR,Page 4 - Identity & Access,Third-Party Access Risk Score,78,100,-22,Security Ops
2026-03-28,2026-03-24,Ports,Ahmedabad,East,High,In Progress,IAM,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,88,100,-12,Security Ops
2026-03-28,2026-03-24,Energy,Raipur,Central,Low,Resolved,Firewall,Page 5 - Compliance & Resilience,Business Continuity Readiness,119,100,19,SOC Team
2026-03-28,2026-03-24,Energy,Mumbai,South,Critical,Open,Firewall,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,50,100,-50,SOC Team
2026-03-28,2026-03-24,Ports,Ahmedabad,North,High,Open,Firewall,Page 5 - Compliance & Resilience,Security Awareness Training Completion,20,100,-80,Security Ops
2026-03-28,2026-03-24,Airports,Mumbai,Central,Critical,Open,IAM,Page 5 - Compliance & Resilience,Third-Party Compliance Score,61,100,-39,Security Ops
2026-03-29,2026-03-24,Ports,Mundra,South,Medium,Open,SIEM,Page 1 - SOC Overview,Critical Incidents,52,100,-48,SOC Team
2026-03-29,2026-03-24,Data Center,Raipur,South,Critical,In Progress,SIEM,Page 1 - SOC Overview,SOC Analyst Utilization,81,100,-19,SOC Team
2026-03-29,2026-03-24,Data Center,Raipur,South,Low,Open,SIEM,Page 2 - Threat Detection,Threats Detected per Day,54,100,-46,SOC Team
2026-03-29,2026-03-24,Energy,Mundra,South,Critical,Resolved,EDR,Page 2 - Threat Detection,IOC Match Rate,96,100,-4,Security Ops
2026-03-29,2026-03-24,Airports,Ahmedabad,Central,Low,Open,EDR,Page 2 - Threat Detection,Lateral Movement Alerts,57,100,-43,Security Ops
2026-03-29,2026-03-24,Ports,Mundra,East,Critical,Resolved,DLP,Page 2 - Threat Detection,Anomalous Network Sessions,114,100,14,SOC Team
2026-03-29,2026-03-24,Ports,Raipur,West,Low,Open,Firewall,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,59,100,-41,SOC Team
2026-03-29,2026-03-24,Data Center,Mundra,West,Medium,Resolved,SIEM,Page 3 - Vulnerability & Patch,CVSS Weighted Exposure,95,100,-5,SOC Team
2026-03-29,2026-03-24,Ports,Mumbai,East,Low,In Progress,DLP,Page 3 - Vulnerability & Patch,Scan Coverage Rate,67,100,-33,Security Ops
2026-03-29,2026-03-24,Data Center,Ahmedabad,East,Medium,Open,Firewall,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,53,100,-47,SOC Team
2026-03-29,2026-03-24,Airports,Ahmedabad,East,High,In Progress,Firewall,Page 4 - Identity & Access,Access Review Completion Rate,65,100,-35,Security Ops
2026-03-29,2026-03-24,Data Center,Ahmedabad,Central,Medium,Open,DLP,Page 4 - Identity & Access,Unauthorized Access Attempts,40,100,-60,Security Ops
2026-03-29,2026-03-24,Data Center,Mundra,East,Critical,In Progress,IAM,Page 4 - Identity & Access,IAM Provisioning SLA,82,100,-18,Security Ops
2026-03-29,2026-03-24,Ports,Mundra,West,High,Open,SIEM,Page 4 - Identity & Access,PAM Session Violations,14,100,-86,Security Ops
2026-03-29,2026-03-24,Energy,Raipur,East,Medium,In Progress,Firewall,Page 4 - Identity & Access,Third-Party Access Risk Score,85,100,-15,SOC Team
2026-03-29,2026-03-24,Data Center,Raipur,North,Low,Open,DLP,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,10,100,-90,Security Ops
2026-03-29,2026-03-24,Data Center,Mundra,West,High,Open,SIEM,Page 5 - Compliance & Resilience,Audit Findings Open,48,100,-52,SOC Team
2026-03-29,2026-03-24,Energy,Mundra,North,High,Open,Firewall,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,15,100,-85,Security Ops
2026-03-29,2026-03-24,Data Center,Mundra,West,Low,Open,DLP,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,51,100,-49,Security Ops
2026-03-29,2026-03-24,Data Center,Mundra,South,Medium,Open,SIEM,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,16,100,-84,SOC Team
2026-03-29,2026-03-24,Data Center,Mundra,North,Low,Open,SIEM,Page 5 - Compliance & Resilience,Security Awareness Training Completion,51,100,-49,Security Ops
2026-03-29,2026-03-24,Airports,Mundra,South,Critical,Resolved,Firewall,Page 5 - Compliance & Resilience,Third-Party Compliance Score,96,100,-4,Security Ops
2026-03-30,2026-03-24,Energy,Mumbai,East,Medium,Resolved,IAM,Page 1 - SOC Overview,SLA Compliance Rate,125,100,25,SOC Team
2026-03-30,2026-03-24,Airports,Mumbai,South,High,Open,IAM,Page 1 - SOC Overview,False Positive Rate,43,100,-57,Security Ops
2026-03-30,2026-03-24,Ports,Mundra,South,Medium,Resolved,SIEM,Page 1 - SOC Overview,Incident Recurrence Rate,91,100,-9,SOC Team
2026-03-30,2026-03-24,Airports,Mumbai,North,Medium,Open,SIEM,Page 1 - SOC Overview,Escalation Rate,63,100,-37,Security Ops
2026-03-30,2026-03-24,Data Center,Raipur,Central,High,Open,SIEM,Page 2 - Threat Detection,Threats Detected per Day,15,100,-85,SOC Team
2026-03-30,2026-03-24,Ports,Mundra,Central,Low,Open,SIEM,Page 2 - Threat Detection,Ransomware Detection Count,63,100,-37,SOC Team
2026-03-30,2026-03-24,Energy,Ahmedabad,South,High,Open,IAM,Page 2 - Threat Detection,XDR Alert Volume,44,100,-56,Security Ops
2026-03-30,2026-03-24,Ports,Raipur,East,High,Resolved,IAM,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,117,100,17,Security Ops
2026-03-30,2026-03-24,Data Center,Mundra,North,Low,In Progress,DLP,Page 4 - Identity & Access,Dormant Account Count,83,100,-17,Security Ops
2026-03-30,2026-03-24,Ports,Raipur,West,High,Resolved,SIEM,Page 4 - Identity & Access,Failed Login Rate,111,100,11,SOC Team
2026-03-30,2026-03-24,Data Center,Mundra,Central,Medium,Resolved,Firewall,Page 4 - Identity & Access,IAM Provisioning SLA,120,100,20,SOC Team
2026-03-30,2026-03-24,Data Center,Mumbai,West,Low,In Progress,SIEM,Page 4 - Identity & Access,PAM Session Violations,89,100,-11,Security Ops
2026-03-30,2026-03-24,Airports,Mumbai,East,Critical,Open,SIEM,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,34,100,-66,SOC Team
2026-03-30,2026-03-24,Airports,Mumbai,West,Critical,Resolved,Firewall,Page 5 - Compliance & Resilience,Audit Findings Open,114,100,14,SOC Team
2026-03-30,2026-03-24,Data Center,Raipur,North,Low,Resolved,SIEM,Page 5 - Compliance & Resilience,Backup Success Rate,126,100,26,SOC Team
2026-03-30,2026-03-24,Airports,Mumbai,South,Low,In Progress,IAM,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,89,100,-11,SOC Team
2026-03-30,2026-03-24,Airports,Mumbai,West,High,Resolved,SIEM,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,125,100,25,Security Ops
2026-03-30,2026-03-24,Airports,Mundra,West,Critical,Resolved,EDR,Page 5 - Compliance & Resilience,Business Continuity Readiness,102,100,2,Security Ops
2026-03-30,2026-03-24,Data Center,Raipur,East,High,Open,EDR,Page 5 - Compliance & Resilience,Security Awareness Training Completion,50,100,-50,Security Ops
